itemId,sourceMcId,sourceMcTitle,description,targetDetectedMcIds,targetSplitMcIds,shouldSplit,caseType,split
3016,103,Электрика,"Выполню замену электропроводки в квартире или доме. Также предлагаю отдельно услуги по укладке плитки и поклейке обоев. Все работы можно заказать как вместе, так и по отдельности. Гарантия на выполненные работы.","[103, 105, 106]","[105, 106]",True,multi_service_split,train
3017,102,Сантехника,"Установка и замена сантехники, а также монтаж натяжных потолков и укладка плитки. Все работы выполняем как в комплексе, так и по отдельности. Гарантия на материалы и работу. Звоните для консультации.","[102, 104, 105]","[104, 105]",True,multi_service_split,train
3018,106,Поклейка обоев,"Клею обои любых типов: виниловые, флизелиновые, бумажные. Работаю аккуратно, без пятен и пузырей. Выезд по Москве и области. Гарантия на работу 1 год.",[106],[],False,single_direct,train
3019,109,Напольные покрытия,"Укладка ламината и паркетной доски быстро и качественно, звоните сейчас!",[109],[],False,noisy_short,train
3020,109,Напольные покрытия,"Стяжка пола и укладка плитки на пол, выезд мастера бесплатно.","[109, 105]",[],False,noisy_short,test
3021,109,Напольные покрытия,"Профессиональная укладка ламината и паркетной доски. Возможен отдельный монтаж плинтусов и порогов. Также выполняем штукатурные работы по стенам под ключ. Работаем быстро и качественно, гарантия на все виды услуг.","[108, 109]",[108],True,multi_service_split,train
3022,106,Поклейка обоев,Клеим обои в комнатах и на кухне. Также выполняем штукатурные работы под поклейку. Качественно и в срок. Звоните для обсуждения деталей.,"[106, 108]",[],False,multi_service_no_split,train
3023,106,Поклейка обоев,Поклейка обоев в квартире. Включаем подготовку стен: шпаклевка и грунтовка. Работаем с любыми материалами. Быстро и аккуратно.,"[106, 107, 108]",[],False,multi_service_no_split,test
3024,109,Напольные покрытия,"Предлагаю услуги по укладке напольных покрытий:
- укладка ламината и паркетной доски
• монтаж плинтусов и порогов
- демонтаж старых покрытий (возможно отдельно)
Работаю с материалами заказчика или подберу по вашему бюджету.","[109, 111]",[111],True,bullets_mixed,train
3025,103,Электрика,"Выполним полный комплекс электромонтажных работ: замена проводки, установка розеток и выключателей, монтаж освещения. Также можем провести штукатурные работы под электрику. Работаем быстро и качественно, с гарантией на все виды работ.","[103, 108]",[],False,multi_service_no_split,train
3026,101,Ремонт квартир и домов под ключ,ремонт квартиры под ключ быстро и недорого звоните мастер,[101],[],False,noisy_short,train
3027,106,Поклейка обоев,"Профессиональная поклейка обоев любых типов. По желанию заказчика можем выполнить отдельно штукатурные работы или укладку плитки. Работаем быстро и качественно, гарантия на все виды работ.","[105, 106, 108]","[105, 108]",True,multi_service_split,train
3028,109,Напольные покрытия,"Профессиональная укладка ламината, паркетной доски и линолеума. Выполняем подготовку основания, включая стяжку и выравнивание. Работаем с материалами любых производителей. Гарантия на все виды работ.",[109],[],False,multi_service_no_split,train
3029,107,Малярные работы,"Выполняю качественную покраску стен и потолков, а также шпатлёвку и подготовку поверхностей. Включаю услуги по укладке ламината и установке плинтусов. Работаю аккуратно, с гарантией на результат.","[107, 109]",[],False,multi_service_no_split,train
3030,105,Укладка плитки,"Профессиональная укладка керамической плитки в ванной и на кухне. Работаю с любыми материалами, включая мозаику. Гарантия на все виды работ. Звоните или пишите в любое время.",[105],[],False,single_direct,train
3031,105,Укладка плитки,Профессиональная укладка плитки на пол и стены. Выполняем затирку швов и герметизацию стыков. Работаем с материалами заказчика или помогаем с выбором. Гарантия на выполненные работы.,[105],[],False,multi_service_no_split,train
3032,102,Сантехника,установка смесителей и замена труб в ванной частник пишите в вотс,[102],[],False,noisy_short,train
3033,102,Сантехника,"Замена труб и установка смесителей в квартире. Работаю аккуратно, предоставляю гарантию на все виды работ. Выезд в течение дня, предварительная консультация бесплатно.",[102],[],False,single_direct,train
3034,103,Электрика,замена проводки в квартире быстро и недорого + могу поклеить обои если надо пишите в лс,"[103, 106]",[106],True,noisy_short,train
3035,104,Натяжные потолки,"Предлагаю услуги по установке натяжных потолков, а также:
- демонтаж старых покрытий
- штукатурные работы под потолок
- поклейка обоев в комплексе или отдельно
Работаю с материалами высокого качества, гарантия на все виды работ. Выезд и консультация бесплатно.","[104, 111, 108, 106]","[106, 108]",True,bullets_mixed,train
3036,104,Натяжные потолки,"Установка натяжных потолков в квартирах и офисах. Работаем с материалами ведущих производителей, гарантия 3 года. Быстро и качественно выполним заказ любой сложности. Звоните для консультации.",[104],[],False,single_direct,train
3037,107,Малярные работы,"покраска стен и потолков, шпаклевка под ключ, возможна частичная работа","[107, 108]",[],False,noisy_short,train
3038,107,Малярные работы,"покраска окон и дверей, штукатурка откосов, демонтаж старых обоев мастер на час","[107, 108, 111]","[108, 111]",True,noisy_short,val
3039,108,Штукатурные работы,"Выполняем штукатурные работы любой сложности: выравнивание стен, декоративная штукатурка, ремонт откосов. Также можем поклеить обои и покрасить стены после штукатурки. Работаем быстро и качественно, с гарантией.","[106, 107, 108]",[],False,multi_service_no_split,train
3040,110,Гипсокартон,"Предлагаю услуги по работе с гипсокартоном:
- монтаж перегородок и коробов из ГКЛ
- установка арок и ниш (можно отдельно)
- шпаклевка и покраска гипсокартонных поверхностей
- звукоизоляция стен и потолков
Работаю качественно и быстро, выезд на замер бесплатный.","[107, 110, 101]",[107],True,bullets_mixed,train
3041,106,Поклейка обоев,"поклейка обоев быстро и недорого, подготовка стен включена, звоните сегодня","[106, 108]",[],False,noisy_short,train
3042,109,Напольные покрытия,"Профессиональная укладка ламината, паркета и виниловой плитки в квартирах и офисах. Работаю аккуратно, с гарантией на выполненные работы. Бесплатный замер и консультация. Звоните в любое время.",[109],[],False,single_direct,train
3043,101,Ремонт квартир и домов под ключ,"Полный ремонт квартиры под ключ в новостройке. Выполняем все этапы: штукатурка стен, укладка плитки, установка натяжных потолков и другие работы. Работаем только с комплексными заказами, отдельные услуги не предоставляем. Опыт работы более 8 лет, гарантия на все виды работ.","[101, 108, 105, 104]",[],False,turnkey_no_split,train
3044,111,Демонтажные работы,"Демонтаж старых перегородок из гипсокартона. По желанию заказчика выполняем отдельно штукатурные работы и укладку плитки. Работаем быстро, без пыли. Оплата по этапам.","[105, 108, 110, 111]","[105, 108]",True,multi_service_split,train
3045,103,Электрика,"Предлагаю услуги электрика:
- монтаж и замена электропроводки
- установка розеток и выключателей
- подключение бытовой техники
• штукатурные работы (можно отдельно)
• укладка ламината (выполняется отдельным заказом)
Опыт работы 8 лет, гарантия на все виды работ.","[103, 108, 109]","[108, 109]",True,bullets_mixed,train
3046,110,Гипсокартон,"Монтаж перегородок из гипсокартона в офисе или квартире. Выполняю короба для труб, ниши под телевизор, выравнивание стен. Работаю чисто и быстро, выезд на замер бесплатный.",[110],[],False,single_direct,train
3047,106,Поклейка обоев,"Предлагаю услуги по поклейке обоев с гарантией качества. Также выполняю:
- подготовку стен под обои (грунтовка, шпатлёвка)
- монтаж гипсокартонных конструкций отдельно
- покраску стен и потолков по желанию заказчика
- укладку ламината или паркета
Работаю без посредников, возможен выезд на замер.","[106, 107, 108, 109, 110]","[107, 108, 109, 110]",True,bullets_mixed,train
3048,108,Штукатурные работы,"Выполняем качественное оштукатуривание стен и потолков. По желанию заказчика можем отдельно положить плитку в ванной или поклеить обои в комнатах. Работаем быстро и аккуратно, возможен выезд на замер.","[105, 106, 108]","[105, 106]",True,multi_service_split,train
3049,110,Гипсокартон,"Монтаж гипсокартонных конструкций быстро и качественно, также делаем штукатурку и покраску стен, работаем без предоплаты","[107, 108, 110]","[107, 108]",True,noisy_short,train
3050,102,Сантехника,"Предлагаю услуги:
• замена труб и сантехнических приборов
• монтаж гипсокартонных конструкций (можно отдельно)
- укладка плитки в ванной как самостоятельный заказ
- поклейка обоев по желанию заказчика
работаю быстро и качественно, опыт 10 лет","[102, 105, 106, 110]","[105, 106, 110]",True,bullets_mixed,train
3051,110,Гипсокартон,"Выполняю монтаж перегородок из гипсокартона, а также штукатурные работы под покраску. Возможна укладка ламината или линолеума в комплексе. Работаю аккуратно, с гарантией.","[108, 109, 110]",[],False,multi_service_no_split,train
3052,108,Штукатурные работы,"Выполню штукатурку стен и потолков, возможна покраска или поклейка обоев по договоренности.","[106, 107, 108]","[106, 107]",True,noisy_short,train
3053,107,Малярные работы,"Профессиональная покраска стен и потолков в квартире. Подготовка поверхностей, шпаклевка, грунтовка. Работаю аккуратно и быстро. Цена договорная после осмотра.",[107],[],False,single_direct,train
3054,104,Натяжные потолки,Установка натяжных потолков любой сложности. По желанию клиента можем отдельно выполнить поклейку обоев или покраску стен. Работаем с материалами заказчика или предоставляем свои. Выезд на замер бесплатный.,"[104, 106, 107]","[106, 107]",True,multi_service_split,train
3055,104,Натяжные потолки,"установка натяжных потолков быстро и качественно, возможен мелкий ремонт электрики за доплату","[103, 104]",[103],True,noisy_short,train
3056,105,Укладка плитки,"Предлагаю услуги по ремонту:
- укладка плитки и керамогранита в ванной и на кухне
• монтаж натяжных потолков (можно заказать отдельно)
- штукатурные работы под покраску или обои
- электромонтажные работы по доступной цене
Опыт работы более 8 лет, гарантия качества.","[102, 103, 104, 105, 108]","[102, 103, 104, 108]",True,bullets_mixed,train
3057,111,Демонтажные работы,"Предлагаю услуги:
- демонтаж перегородок и стен
- укладка плитки на подготовленные поверхности
- штукатурные работы под ключ или отдельно
- вывоз строительного мусора
Опыт более 10 лет, работаем быстро и аккуратно.","[105, 108, 111]","[105, 108]",True,bullets_mixed,train
3058,104,Натяжные потолки,"Установка натяжных потолков любой сложности, включая многоуровневые конструкции. Также выполняем поклейку обоев и малярные работы в рамках комплексного ремонта. Работаем по договору, гарантия на все виды работ.","[104, 106, 107]",[],False,multi_service_no_split,train
3059,107,Малярные работы,"Предлагаю услуги маляра:
- покраска стен и потолков (возможно отдельно)
- поклейка обоев (можно заказать как самостоятельную услугу)
- шпаклевка и грунтовка поверхностей
Работаю аккуратно, с гарантией качества. Опыт более 5 лет.","[106, 107, 108]","[106, 108]",True,bullets_mixed,train
3060,101,Ремонт квартир и домов под ключ,"Выполняю комплексный ремонт квартир и домов под ключ. Работаю по договору, предоставляю гарантию на все виды работ. Опыт более 8 лет, индивидуальный подход к каждому проекту.",[101],[],False,single_direct,train
3061,108,Штукатурные работы,"Выполняю штукатурные работы в квартирах и домах. Подготовка стен под покраску или обои, выравнивание поверхностей. Работаю с гипсовыми и цементными смесями. Гарантия качества, точные сроки.",[108],[],False,single_direct,train
3062,105,Укладка плитки,"Предлагаю услуги:
- укладка плитки и керамогранита в ванной, на кухне, в коридоре
• монтаж натяжных потолков — можно заказать отдельно
- штукатурные работы под плитку
- поклейка обоев как дополнительная услуга
Работаю качественно, опыт 8 лет.","[104, 105, 106, 108]","[104, 106]",True,bullets_mixed,train
3063,104,Натяжные потолки,Установка натяжных потолков любого типа. По желанию клиента можем выполнить поклейку обоев или штукатурные работы отдельно. Гарантия на все виды работ. Звоните или пишите в чат.,"[104, 106, 108]","[106, 108]",True,multi_service_split,train
3064,106,Поклейка обоев,"Качественная поклейка обоев в комнатах и прихожей. Также выполняю штукатурные работы под ключ. Работаю быстро и аккуратно, возможен выезд в день обращения.","[106, 108]",[],False,multi_service_no_split,train
3065,106,Поклейка обоев,"Поклейка обоев любых типов, включая флизелиновые и виниловые. Дополнительно предлагаю услуги по укладке напольных покрытий. Гарантия на все виды работ.","[106, 109]",[],False,multi_service_no_split,val
3066,110,Гипсокартон,"Монтаж гипсокартонных перегородок, выравнивание стен, потолков + шпаклевка и покраска быстро и качественно.","[107, 110]",[107],True,noisy_short,train
3067,105,Укладка плитки,"Качественная укладка плитки на пол и стены, затирка швов. Также выполняем штукатурные работы под плитку. Работаем с материалами заказчика или закупаем сами. Гарантия на все виды работ.","[105, 108]",[],False,multi_service_no_split,train
3068,106,Поклейка обоев,"Предлагаю услуги:
- поклейка обоев любых типов (винил, флизелин, бумага)
- шпатлёвка стен под поклейку (можно отдельно)
- установка розеток и выключателей (по желанию)
- снятие старых обоев с подготовкой поверхности
Работаю аккуратно, без предоплаты, возможен выезд на замер.","[103, 106, 107, 108]","[103, 107, 108]",True,bullets_mixed,train
3069,101,Ремонт квартир и домов под ключ,"Полный ремонт квартир и домов под ключ. Выполняем все этапы: от демонтажа до отделки, включая электрику, сантехнику и укладку плитки. Работаем только с комплексными заказами, отдельные виды работ не выполняем. Опыт более 8 лет, гарантия на все работы.","[101, 102, 103, 105, 111]",[],False,turnkey_no_split,train
3070,106,Поклейка обоев,"Профессиональная поклейка обоев любых типов. По желанию заказчика можем отдельно выполнить штукатурные работы или укладку напольных покрытий. Работаем быстро и качественно, предоставляем гарантию.","[106, 108, 109]","[108, 109]",True,multi_service_split,train
3071,111,Демонтажные работы,"Выполню демонтаж старых перегородок и стен в квартире. Убираю строительный мусор, работаю аккуратно. Опыт более 7 лет. Цена зависит от объема.",[111],[],False,single_direct,train
3072,106,Поклейка обоев,"поклейка обоев любых видов быстро и качественно, возможен демонтаж старых","[106, 111]",[],False,noisy_short,train
3073,102,Сантехника,установка раковины и смесителя + подключение стиральной машины частник пишите в вотс,"[102, 103]",[103],True,noisy_short,train
3074,105,Укладка плитки,"укладка плитки на пол и стены, также могу положить ламинат, звоните в любое время","[105, 109]",[],False,noisy_short,train
3075,105,Укладка плитки,"качественная укладка плитки, возможна укладка паркета, работаю без посредников","[105, 109]",[],False,noisy_short,val
3076,107,Малярные работы,"Выполняю качественную покраску стен и потолков, а также шпатлёвку поверхностей под покраску. Возможна работа с гипсокартоном и подготовка стен под обои. Гарантия на все виды работ.","[106, 107, 110]",[],False,multi_service_no_split,train
3077,109,Напольные покрытия,"Предлагаю услуги по укладке напольных покрытий:
- ламинат и паркетная доска
• линолеум и ковролин
- демонтаж старого покрытия (можно отдельно)
- установка плинтусов
Работаю с материалами заказчика или помогаю с выбором. Опыт более 10 лет.","[109, 111]",[111],True,bullets_mixed,train
3078,103,Электрика,"Выполняю замену электропроводки в квартире, а также отдельно монтаж гипсокартонных конструкций и поклейку обоев. Все работы можно заказать как комплексно, так и по отдельности. Гарантия на выполненные работы.","[103, 110, 106]","[110, 106]",True,multi_service_split,train
3079,103,Электрика,"замена проводки в квартире, щиток, розетки, выключатели + вывоз мусора быстро и недорого пишите","[103, 111]",[111],True,noisy_short,train
3080,111,Демонтажные работы,"Демонтаж старых перегородок и потолков. Возможен отдельный монтаж гипсокартонных конструкций и укладка напольных покрытий. Работаем по этапам, оплата после каждого этапа.","[110, 109, 111]","[110, 109]",True,multi_service_split,train
3081,105,Укладка плитки,"Профессиональная укладка керамической плитки и керамогранита в ванной комнате и на кухне. Работаю без предоплаты, предоставляю гарантию на 2 года. Есть все необходимые инструменты и материалы.",[105],[],False,single_direct,train
3082,103,Электрика,"Выполним полный комплекс электромонтажных работ: замена проводки, установка розеток и выключателей, монтаж освещения. Также можем провести штукатурные работы под электрику. Работаем быстро и качественно, с гарантией.","[103, 108]",[],False,multi_service_no_split,train
3083,103,Электрика,"Предлагаю услуги электрика:
- монтаж и замена электропроводки
- установка розеток и выключателей (можно отдельно)
• штукатурные работы под ключ
- укладка ламината как самостоятельная услуга
Опыт работы 8 лет, работаю аккуратно и быстро.","[103, 108, 109]",[109],True,bullets_mixed,train
3084,101,Ремонт квартир и домов под ключ,ремонт квартиры под ключ или отдельные работы звоните обсудим,"[101, 102, 103, 107]","[102, 103, 107]",True,noisy_short,train
3085,108,Штукатурные работы,"Выполняем штукатурные работы любой сложности: выравнивание стен, декоративная штукатурка, ремонт откосов. Также предлагаем поклейку обоев и малярные работы под ключ. Работаем быстро и качественно, с гарантией на все виды работ.","[106, 107, 108]",[],False,multi_service_no_split,train
3086,104,Натяжные потолки,"Установка натяжных потолков в квартирах и офисах. Работаем с материалами ведущих производителей, гарантия 5 лет. Быстро и качественно выполним заказ любой сложности. Звоните для консультации.",[104],[],False,single_direct,train
3087,107,Малярные работы,"Профессиональная покраска стен и потолков в квартире. Выполняю подготовку поверхностей, шпаклевку и окраску в любые цвета. Работаю аккуратно и быстро, предоставляю гарантию на результат. Звоните для консультации и расчета стоимости.",[107],[],False,single_direct,train
3088,102,Сантехника,"Предлагаю услуги сантехника:
• установка и замена сантехнического оборудования
• монтаж гипсокартонных коробов под трубы (можно отдельно)
• укладка плитки в ванной комнате как самостоятельная услуга
• штукатурные работы под ключ или по отдельности
Опыт работы более 8 лет, гарантия на все виды работ.","[102, 105, 108, 110]","[105, 110]",True,bullets_mixed,train
3089,101,Ремонт квартир и домов под ключ,Выполню комплексный ремонт квартиры под ключ в новостройке. Работаю с материалами заказчика или закуплю сам. Гарантия на работы 3 года. Звоните для обсуждения деталей.,[101],[],False,single_direct,train
3090,111,Демонтажные работы,"Предлагаю услуги по демонтажу:
- снятие старых обоев и покраска стен (возможно отдельно)
- демонтаж плитки и укладка новой (по желанию)
- вывоз строительного мусора
Работаю быстро и аккуратно, опыт более 5 лет.","[105, 106, 107, 111]","[106, 107]",True,bullets_mixed,train
3091,108,Штукатурные работы,"Предлагаю услуги:
- штукатурка стен и потолков под ключ или отдельными этапами
- укладка плитки на подготовленные поверхности (можно заказать отдельно)
- монтаж гипсокартонных конструкций
Опыт работы более 7 лет, гарантия на все виды работ.","[105, 108, 110]","[105, 110]",True,bullets_mixed,train
3092,109,Напольные покрытия,"Профессиональная укладка ламината, паркета и линолеума. По желанию клиента отдельно выполняем штукатурные работы или монтаж гипсокартона. Все услуги предоставляются по договору, возможен выезд на замер.","[108, 109, 110]","[108, 110]",True,multi_service_split,train
3093,110,Гипсокартон,"Предлагаю услуги по работе с гипсокартоном:
- монтаж перегородок и коробов из ГКЛ
- установка арок и ниш (можно отдельно)
- шпаклевка и покраска поверхностей
- укладка плитки на подготовленные конструкции
Работаю качественно, с гарантией. Возможен выезд для замера и консультации.","[105, 107, 110]",[105],True,bullets_mixed,train
3094,102,Сантехника,"Замена и установка смесителей, раковин, унитазов. Выполняю сантехнические работы любой сложности под ключ. Гарантия на работы 1 год. Звоните для консультации.",[102],[],False,single_direct,train
3095,109,Напольные покрытия,"Профессиональная укладка ламината, паркетной доски и линолеума. Выполняем подготовку основания, включая стяжку и выравнивание. Работаем с материалами заказчика или поможем с выбором. Гарантия на все виды работ.",[109],[],False,multi_service_no_split,train
3096,103,Электрика,"Установка и замена розеток, выключателей, а также монтаж электропроводки в квартире. Работаю быстро и качественно, предоставляю гарантию на все виды работ. Звоните в любое время.",[103],[],False,single_direct,train
3097,110,Гипсокартон,"Изготовление арок и перегородок из гипсокартона любой сложности. Выполняю работы под ключ, включая шпаклевку и покраску. Опыт более 10 лет, гарантия качества. Звоните для консультации.",[110],[],False,single_direct,train
3098,107,Малярные работы,Качественная покраска стен и потолков. Также выполняем штукатурные работы и укладку плитки отдельно по вашему желанию. Работаем с материалами заказчика или поможем с выбором. Быстро и аккуратно.,"[107, 105, 108]","[105, 108]",True,multi_service_split,train
3099,110,Гипсокартон,"Установка перегородок из гипсокартона, а также отдельно монтаж потолков. Возможна шпаклевка и покраска поверхностей по желанию заказчика. Работаем по всей Москве и области. Звоните для обсуждения деталей.","[107, 110]",[107],True,multi_service_split,train
3100,102,Сантехника,"Установка и замена сантехники, включая раковины, унитазы и смесители. По желанию клиента можем выполнить отдельно монтаж натяжных потолков или укладку плитки. Работаем по этапам, оплата по факту.","[102, 104, 105]","[104, 105]",True,multi_service_split,train
3101,104,Натяжные потолки,"Установка натяжных потолков любых типов: матовые, глянцевые, сатиновые. Включаем подготовку поверхности, монтаж светильников и обход труб. Работаем с материалами от проверенных поставщиков, гарантия на все виды работ.","[104, 103]",[],False,multi_service_no_split,train
3102,111,Демонтажные работы,"Выполняем демонтаж перегородок, снятие старых обоев и плитки, а также подготовку стен под штукатурку. Работаем быстро и аккуратно, с вывозом мусора. Оставляйте заявки в чате.","[105, 106, 108, 111]",[],False,multi_service_no_split,train
3103,107,Малярные работы,покраска стен и потолков частный мастер быстро и недорого,[107],[],False,noisy_short,train
3104,107,Малярные работы,шпаклевка под покраску +установка розеток +снятие старых обоев звоните,"[103, 106, 107]","[103, 106]",True,noisy_short,val
3105,111,Демонтажные работы,"снос стен быстро и аккуратно, вывоз мусора включен лс",[111],[],False,noisy_short,train
3106,104,Натяжные потолки,"установка натяжных потолков быстро и качественно, возможен монтаж светильников, звоните","[103, 104]",[103],True,noisy_short,train
3107,101,Ремонт квартир и домов под ключ,"Комплексный ремонт квартиры под ключ с возможностью выполнения отдельных работ: электрика, сантехника, штукатурка стен или укладка плитки. Каждый вид работ можно заказать отдельно. Опыт более 8 лет, гарантия на все виды работ. Звоните или пишите в чат.","[101, 103, 102, 108, 105]","[103, 102, 108, 105]",True,turnkey_split,train
3108,107,Малярные работы,"Предлагаю услуги маляра:
- покраска стен и потолков (можно отдельно)
- шпатлевка поверхностей под покраску
- поклейка обоев (возможно как отдельная услуга)
- подготовка гипсокартонных конструкций под финишную отделку
Работаю качественно и быстро, есть все необходимые инструменты.","[106, 107, 110]","[106, 110]",True,bullets_mixed,train
3109,102,Сантехника,"Установка и замена сантехнического оборудования, включая раковины, унитазы и смесители. Выполняю монтаж трубопроводов и подключение бойлеров. Работаю качественно и быстро, возможен выезд в день обращения.",[102],[],False,multi_service_no_split,train
